PropertyName,DefinedInCollection,Depth,ColumnName,SubCollectionName,DataType,EffectiveDataType,PropertyValue,DoNotUse
FovaccAccessUnit3,SLItemLocs,0,access_unit3,,,String,,0
FovaccAccessUnit4,SLItemLocs,0,access_unit4,,,String,,0
FovaccDescription,SLItemLocs,0,description,,,String,,0
FovhdAcct,SLItemLocs,0,fovhd_acct,,,String,,0
FovhdAcctUnit1,SLItemLocs,0,fovhd_acct_unit1,,,String,,0
FovhdAcctUnit2,SLItemLocs,0,fovhd_acct_unit2,,,String,,0
FovhdAcctUnit3,SLItemLocs,0,fovhd_acct_unit3,,,String,,0
FovhdAcctUnit4,SLItemLocs,0,fovhd_acct_unit4,,,String,,0
FovhdCost,SLItemLocs,0,fovhd_cost,,,Decimal,,0
FovhdInProcAcct,SLItemLocs,0,fovhd_in_proc_acct,,,String,,0
FovhdInProcAcctDescription,SLItemLocs,0,description,,,String,,0
FovhdInProcAcctUnit1,SLItemLocs,0,fovhd_in_proc_acct_unit1,,,String,,0
FovhdInProcAcctUnit2,SLItemLocs,0,fovhd_in_proc_acct_unit2,,,String,,0
FovhdInProcAcctUnit3,SLItemLocs,0,fovhd_in_proc_acct_unit3,,,String,,0
FovhdInProcAcctUnit4,SLItemLocs,0,fovhd_in_proc_acct_unit4,,,String,,0
FovhdipchtAccessUnit1,SLItemLocs,0,access_unit1,,,String,,0
FovhdipchtAccessUnit2,SLItemLocs,0,access_unit2,,,String,,0
FovhdipchtAccessUnit3,SLItemLocs,0,access_unit3,,,String,,0
FovhdipchtAccessUnit4,SLItemLocs,0,access_unit4,,,String,,0
InvaccAccessUnit1,SLItemLocs,0,access_unit1,,,String,,0
InvaccAccessUnit2,SLItemLocs,0,access_unit2,,,String,,0
InvaccAccessUnit3,SLItemLocs,0,access_unit3,,,String,,0
InvaccAccessUnit4,SLItemLocs,0,access_unit4,,,String,,0
InvaccDescription,SLItemLocs,0,description,,,String,,0
InvAcct,SLItemLocs,0,inv_acct,,,String,,0
InvAcctUnit1,SLItemLocs,0,inv_acct_unit1,,,String,,0
InvAcctUnit2,SLItemLocs,0,inv_acct_unit2,,,String,,0
InvAcctUnit3,SLItemLocs,0,inv_acct_unit3,,,String,,0
InvAcctUnit4,SLItemLocs,0,inv_acct_unit4,,,String,,0
InvInProcAcct,SLItemLocs,0,inv_in_proc_acct,,,String,,0
InvInProcAcctDescription,SLItemLocs,0,description,,,String,,0
InvInProcAcctUnit1,SLItemLocs,0,inv_in_proc_acct_unit1,,,String,,0
InvInProcAcctUnit2,SLItemLocs,0,inv_in_proc_acct_unit2,,,String,,0
InvInProcAcctUnit3,SLItemLocs,0,inv_in_proc_acct_unit3,,,String,,0
InvInProcAcctUnit4,SLItemLocs,0,inv_in_proc_acct_unit4,,,String,,0
InvipchtAccessUnit1,SLItemLocs,0,access_unit1,,,String,,0
InvipchtAccessUnit2,SLItemLocs,0,access_unit2,,,String,,0
InvipchtAccessUnit3,SLItemLocs,0,access_unit3,,,String,,0
InvipchtAccessUnit4,SLItemLocs,0,access_unit4,,,String,,0
InvpBflushLoc,SLItemLocs,0,bflush_loc,,,String,,0
InWorkflow,SLItemLocs,0,InWorkflow,,,Byte,,0
InWorkflow_1,ERS_RentalItemLocs,1,InWorkflow,,Byte,Byte,,0
Item,SLItemLocs,0,item,,,String,,0
item_1,ERS_RentalItemLocs,1,item,,String,String,,0
ItmAbcCode,SLItemLocs,0,abc_code,,,String,,0
ItmBflushLoc,SLItemLocs,0,bflush_loc,,,String,,0
ItmCostMethod,SLItemLocs,0,cost_method,,,String,,0
ItmCostType,SLItemLocs,0,cost_type,,,String,,0
ItmCurUCost,SLItemLocs,0,cur_u_cost,,,Decimal,,0
ItmDescription,SLItemLocs,0,description,,,String,,0
ItmDimGroup,SLItemLocs,0,dimension_group,,,String,,0
ItmIssueBy,SLItemLocs,0,issue_by,,,String,,0
ItmItem,SLItemLocs,0,item,,,String,,0
ItmLotTracked,SLItemLocs,0,lot_tracked,,,Byte,,0
ItmMatlType,SLItemLocs,0,matl_type,,,String,,0
ItmPMTCode,SLItemLocs,0,p_m_t_code,,,String,,0
ItmProductCode,SLItemLocs,0,product_code,,,String,,0
ItmSerialTracked,SLItemLocs,0,serial_tracked,,,Byte,,0
ItmStocked,SLItemLocs,0,stocked,,,Byte,,0
