PropertyName,DefinedInCollection,Depth,ColumnName,SubCollectionName,DataType,EffectiveDataType,PropertyValue,DoNotUse
DerNumCopies,SLCos,0,,,,Byte,'',0
DerNumPackages,SLCos,0,,,,Short Integer,QtyPackages,0
DerOldStat,SLCos,0,,,,String,Stat,0
DerOpenItems,SLCos,0,,,,Decimal,(SELECT COUNT(CoItem.InWorkflow) FROM dbo.CoItem WHERE co_num=CoNum AND stat<>'C'),0
DerOrderConfigurable,SLCos,0,,,,Byte,"CASE WHEN EXISTS (SELECT TOP 1 *
FROM dbo.coitem c
INNER JOIN dbo.item i on i.item = c.item
WHERE i.order_configurable = 1 AND c.co_num = CoNum) THEN
1 ELSE 0
END",0
DerOrderType,SLCos,0,,,String,String,'',0
DerOutstandingOrderItems,SLCos,0,,,,Byte,(CASE WHEN EXISTS(SELECT stat FROM dbo.coitem WHERE coitem.stat <> 'F' AND coitem.stat <> 'C' AND coitem.co_num = CoNum) THEN 1 ELSE 0 END),0
DerPaidByCreditCard,SLCos,0,,,,Byte,CASE WHEN PaymentMethod = 'C' THEN 1 ELSE 0 END,0
DerPortalStatFormatted,SLCos,0,,,,String,"CASE WHEN EXISTS (SELECT TOP 1 * FROM dbo.co AS co2 WHERE co2.est_num = CoNum) THEN
   dbo.MsgAppSubSp('&1', '@:CoStatus:O', '&1')
ELSE
   dbo.MsgAppSubSp('&1', '@:CoStatus:' + ISNULL(co.stat, {''}), '&1')
END",0
DerPreviousStat,SLCos,0,,,,String,Stat,0
DerPriceBasis,SLCos,0,,,,String,(select top 1 wks_basis FROM dbo.coitem where co_num = CoNum),0
DerPriceBasisAmount,SLCos,0,,,,Decimal,dbo.GetWksValue(CoNum),0
DerProdMix,SLCos,0,,,NumSortedString,NumSortedString,(select top 1 prod_mix from dbo.job where job.ord_num = CoNum),0
DerProfileExists,SLCos,0,,,,Byte,'',0
DerQuoteCoNum,SLCos,0,,,NumSortedString,NumSortedString,"ISNULL((SELECT TOP 1 co_num FROM dbo.co AS co2 WHERE co2.est_num = CoNum ORDER BY co2.co_num DESC), '')",0
DerRESIDQTY,SLCos,0,,,,Long Integer,0,0
DerRevaluedExchRate,SLCos,0,,,,Decimal,'',0
DerSelect,SLCos,0,,,,Byte,1,0
DerShipDescription,SLCos,0,,,String,String,CASE WHEN ShipCodeDesc IS NOT NULL THEN ShipCodeDesc ELSE DerDaysToShipMsg END,0
DerShipToAddress,SLCos,0,,,,String,"CASE WHEN CustNum <> '' AND CustNum IS NOT NULL THEN dbo.FormatAddress(CustNum, CustSeq) ELSE '' END",0
DerShipVia,SLCos,0,,,,String,ShipCode,0
DerSlsmanName,SLCos,0,,,,String,dbo.DerSlsmanName(Slsman),0
DerStatFormatted,SLCos,0,,,,String,"dbo.MsgAppSubSp('&1', '@:CoStatus:' + ISNULL(co.stat, {''}), '&1')",0
DerTaxCode1,SLCos,0,,,,String,TaxCode1,0
DerTaxCode2,SLCos,0,,,,String,TaxCode2,0
DerTotalPrice,CHAP_SLCos,1,,,,Decimal,(SELECT Sum(price) FROM dbo.co_mst_all WHERE co_num = CoNum ),0
DerTotalProgBillAmt,SLCos,0,,,,Decimal,"ISNULL( (SELECT SUM(progbill.bill_amt) FROM dbo.progbill WHERE progbill.co_num = CoNum and progbill.invc_flag <> 'I' ) , 0)",0
DerTotalTax,CHAP_SLCos,1,,,Decimal,Decimal,(SELECT Sum(sales_tax) FROM dbo.co_mst_all WHERE co_num = CoNum ),0
DerTurnaroundDays,SLCos,0,,,,Decimal,"(DATEDIFF(day, OrderDate, DerLastLineShipDate))",0
DerWeight,SLCos,0,,,,Decimal,Weight,0
Description,AITSLCos,2,description,,String,String,,0
Disc,SLCos,0,disc,,,Decimal,,0
DiscAmount,SLCos,0,disc_amount,,,Decimal,,0
DiscountType,SLCos,0,discount_type,,,String,,0
DropShipType,AITSLCos,2,DropShipType,,String,String,,0
DueDate,SLCos,0,,,Date,Date,,0
DutyCustCarrierAcct,AITSLCOs,2,DutyCustCarrierAcct,,String,String,,0
EdiOrder,SLCos,0,edi_order,,,Byte,,0
EdiType,SLCos,0,edi_type,,,String,,0
