PropertyName,DefinedInCollection,Depth,ColumnName,SubCollectionName,DataType,EffectiveDataType,PropertyValue,DoNotUse
UbCustSeq,AIT_SS_BOL_Packages,0,,,,Long Integer,,0
UbItem,AIT_SS_BOL_Packages,0,,,,String,,0
UbItemDescription,AIT_SS_BOL_Packages,0,,,,String,,0
UbLabelBy,AIT_SS_BOL_Packages,0,,,String,String,,0
UbLocation,AIT_SS_BOL_Packages,0,,,,String,,0
UbLot,AIT_SS_BOL_Packages,0,,,,String,,0
UbManufacturerId,AIT_SS_BOL_Packages,0,,,,String,,0
UbManufacturerItem,AIT_SS_BOL_Packages,0,,,,String,,0
UbManufacturerItemDesc,AIT_SS_BOL_Packages,0,,,,String,,0
UbManufacturerName,AIT_SS_BOL_Packages,0,,,,String,,0
UbNumberOfLabels,AIT_SS_BOL_Packages,0,,,,Decimal,,0
UbPackagesExist,AIT_SS_BOL_Packages,0,,,,Byte,,0
UbQty,AIT_SS_BOL_Packages,0,,,,Decimal,,0
UbQtyPerLabel,AIT_SS_BOL_Packages,0,,,,Decimal,,0
UbSelect,AIT_SS_BOL_Packages,0,,,,Byte,,0
UbSite,AIT_SS_BOL_Packages,0,,,,String,,0
UbUM,AIT_SS_BOL_Packages,0,,,,String,,0
UbWhse,AIT_SS_BOL_Packages,0,,,,String,,0
UpdatedBy,AIT_SS_BOL_Packages,0,UpdatedBy,,String,String,,0
Weight,AIT_SS_BOL_Packages,0,weight,,Decimal,Decimal,,0
WeightUM,AIT_SS_BOL_Packages,0,packaging_weight_u_m,,String,String,,0
Width,AIT_SS_BOL_Packages,0,Width,,Decimal,Decimal,,0
